Rank,Name,Net Worth,Age,Source,Country
2239,Liu Chengyu & family,$1.3 B,61,Power supply equipment,China
2240,Eddy Sugianto,$1.3 B,77,Coal,Indonesia
2241,Jiang Zhaobai,$1.3 B,60,Real estate,China
2242,Qin Long,$1.3 B,58,Tire,China
2243,Myron Wentz,$1.3 B,84,Health products,St. Kitts and Nevis
2244,Qi Xiangdong,$1.3 B,53,Software,China
2245,Joop van den Ende,$1.3 B,81,TV shows,Netherlands
2246,Shirley Kao,$1.3 B,67,Food & beverage retailing,Taiwan
2247,Chung Yong-jin,$1.3 B,55,Retail,South Korea
2248,Christine Knauf,$1.3 B,,Building materials,Germany
2248,Karl Knauf,$1.3 B,,Building materials,Germany
2250,George Pedersen & family,$1.3 B,88,Defense contractor,United States
2251,Bernd Freier,$1.3 B,66,Fashion retail,Germany
2252,Li Jinyang,$1.3 B,,Mining,China
2253,Fang Hongbo,$1.3 B,57,Home appliances,China
2254,Mathias Doepfner,$1.3 B,60,Media,Germany
2255,Bernhard Braun-Luedicke,$1.3 B,46,Medical technology,Germany
2255,Eva Maria Braun-Luedicke,$1.3 B,37,Medical technology,Germany
2255,Friederike Braun-Luedicke,$1.3 B,40,Medical technology,Germany
2258,Deniz Sahenk,$1.3 B,78,Diversified,Turkey
2259,Benoit Dageville,$1.3 B,57,Software,United States
2260,Ren Jinsheng & family,$1.3 B,61,Pharmaceutical,China
2261,Yasseen Mansour,$1.3 B,62,Diversified,Egypt
2262,Hugo Ribeiro & family,$1.3 B,,Agribusiness,Brazil
2263,Stephan Schnabel,$1.3 B,48,Chemicals,Germany
2264,Kazuo Okada,$1.3 B,81,casinos,Japan
2265,Murdaya Poo,$1.3 B,82,Diversified,Indonesia
2266,Yves-Loic Martin,$1.3 B,58,Laboratory services,France
2267,Shalom Meckenzie,$1.2 B,47,sports betting,Israel
2268,Lee Su-jin,$1.2 B,45,Hospitality,South Korea
2269,Huang Guanlin,$1.2 B,58,"Textiles, apparel",China
2270,Yogesh Kothari,$1.2 B,74,Specialty chemicals,India
2271,Lloyd Blankfein,$1.2 B,69,Banking,United States
2272,Richard Desmond,$1.2 B,72,Publishing,United Kingdom
2273,Huang Jiangji,$1.2 B,,smartphones,Hong Kong
2274,Guy Laliberté,$1.2 B,64,Cirque du Soleil,Canada
2275,Joao Alves de Queiroz Filho,$1.2 B,70,Pharmaceuticals,Brazil
2276,Thomas Sandell,$1.2 B,62,Hedge funds,Sweden
2277,Frederic Luddy,$1.2 B,69,Software,United States
2278,Raymond Kwok,$1.2 B,70,Real estate,Hong Kong
2279,Fahed Hariri,$1.2 B,43,"Construction, investments",Lebanon
2280,Mehmet Sinan Tara,$1.2 B,65,Construction,Turkey
2281,Marco Squinzi,$1.2 B,52,Chemical products,Italy
2281,Veronica Squinzi,$1.2 B,52,Chemical products,Italy
2283,Axel Oberwelland & family,$1.2 B,57,Candy,Germany
2284,Edir Macedo & family,$1.2 B,78,broadcasting,Brazil
2285,Zhang Yubai,$1.2 B,59,Wine,China
2286,Boris Zingarevich,$1.2 B,64,"Pulp and paper, diversified",Russia
2287,Luc Tack,$1.2 B,62,"Textile, chemicals",Belgium
2288,Mehmet Aydinlar,$1.2 B,67,Hospitals,Turkey
2289,Pavel Golubkov,$1.2 B,47,"Building, development",Russia
2290,Sergei Studennikov & family,$1.2 B,56,"Liquor stores, supermarkets",Russia
2291,Diego Della Valle,$1.2 B,70,Shoes,Italy
2292,Jose Maria Aristrain,$1.2 B,61,Steel,Spain
2293,Weili Dai,$1.2 B,62,Semiconductors,United States
2294,Gary Tharaldson,$1.2 B,78,Hotels,United States
2295,Joseph Steinberg,$1.2 B,79,Investments,United States
2296,Chang Jing,$1.2 B,41,Technology,China
2297,Wu Xushun & family,$1.2 B,75,Internet,China
2298,Shigefumi Wada,$1.2 B,71,software,Japan
2299,Anne Werninghaus,$1.2 B,38,Industrial machinery,Brazil
2300,Pan Shiyi,$1.2 B,61,Real estate,China
2301,Ronald Clarke,$1.2 B,68,payments technology,United States
2302,Ashok Kajaria,$1.2 B,76,Tiles,India
2303,Ulrich Mommert & family,$1.2 B,82,Lighting,Austria
2304,Hartley Rogers,$1.2 B,64,asset management,United States
2305,Chen Zhisong,$1.2 B,57,Communication equipment,China
2306,Dan Gertler,$1.2 B,50,Mining,Israel
2307,Bent Jensen,$1.2 B,72,electric systems,Denmark
2308,Lina Tombolato,$1.2 B,76,Financial services,Italy
2309,Takaya Awata,$1.2 B,62,restaurants,Japan
2310,Nobutada Saji,$1.2 B,78,Beverages,Japan
2311,Michael Rees,$1.2 B,48,private equity,United States
2312,Tory Burch,$1.2 B,57,Fashion,United States
2313,Lu Zhongfang,$1.2 B,81,Education,China
2314,Eugene Wu,$1.2 B,78,Finance,Taiwan
2315,Zong Yanmin,$1.2 B,58,Semiconductor materials,China
2316,Li Fengluan,$1.2 B,62,"Steel, diversified",China
2317,Liu Fangyi,$1.2 B,,Medical equipment,China
2318,Kostyantin Zhevago,$1.2 B,49,Mining,Ukraine
2319,Ion Stoica,$1.2 B,58,Data analytics,Romania
2319,Jimmy Rane,$1.2 B,77,Lumber,United States
2319,Lawrence Golub,$1.2 B,64,Private equity,United States
2319,Matei Zaharia,$1.2 B,38,Data analytics,Romania
2319,Tope Awotona,$1.2 B,42,Software,United States
2324,Ramesh Kunhikannan,$1.2 B,59,Electronics,India
2325,Wu Kaiting,$1.2 B,54,Electronics,Hong Kong
2326,Zhang Keqiang,$1.2 B,63,Real estate,China
2327,Chris Ellison,$1.2 B,66,Mining,Australia
2328,Bob Muglia,$1.2 B,64,software,United States
2329,Yang Tingdong,$1.2 B,63,Brewery,China
2330,Arkady Volozh,$1.2 B,59,Search engine,Russia
2331,Takanori Nakamura,$1.2 B,50,cloud software,Japan
2332,Wang Jianfeng & family,$1.2 B,,Auto parts,China
2333,Yao Hsiao Tung,$1.2 B,84,manufacturing,Singapore
2334,Orion Hindawi,$1.2 B,43,Software,United States
2335,Stephane Bonvin,$1.2 B,57,Real estate,Switzerland
2336,Wang Jilei,$1.2 B,58,Logistics,China
2337,Sun Hongbin,$1.2 B,61,real estate,United States
2338,Aydin Dogan,$1.2 B,87,Media,Turkey
2339,Jeffrey Lorberbaum,$1.2 B,69,Flooring,United States
2340,Tadako Nakatani,$1.2 B,,Medical diagnostic equipment,Japan
2341,Noubar Afeyan,$1.2 B,61,Biotech,United States
2342,Rahul Gautam,$1.2 B,71,Mattresses,India
2343,Michiel Le Roux,$1.2 B,74,Banking,South Africa
2344,Darwin Deason,$1.2 B,83,Software,United States
2345,Zhang Xin,$1.2 B,58,Real estate,China
2346,Wu Chung-yi,$1.2 B,68,Manufacturing,Taiwan
2347,Qian Jinghong,$1.2 B,50,Electric scooters,China
2348,Hideyuki Busujima,$1.2 B,71,Pachinko machines,Japan
2349,Sam Tarascio,$1.2 B,79,Real estate,Australia
2350,Eduardo Costantini,$1.2 B,77,Real estate,Argentina
2351,Huang Qiaoling,$1.2 B,65,Amusement parks,China
2352,Christian Herz,$1.2 B,,Coffee,Germany
2352,Michaela Herz,$1.2 B,,Coffee,Germany
2354,Cheng Xianfeng,$1.2 B,55,Pharmaceuticals,China
2355,Thongma Vijitpongpun,$1.2 B,66,Real estate,Thailand
2356,Magic Johnson,$1.2 B,64,,United States
2357,Zheng Xiaodong,$1.2 B,59,Manufacturing,China
2358,Giuliana Caprotti,$1.2 B,83,Supermarkets,Italy
2358,Marina Caprotti,$1.2 B,45,Supermarkets,Italy
2360,Pedro Grendene Bartelle,$1.2 B,73,shoes,Brazil
2361,Mustafa Hamied,$1.2 B,83,pharmaceuticals,India
2362,Anant Asavabhokhin,$1.2 B,73,Real estate,Thailand
2363,J. Wayne Weaver,$1.2 B,88,Shoes,United States
2364,Zachary Stern,$1.2 B,41,Liquor,United States
2365,Wu Ying,$1.2 B,59,Materials,China
2366,Analjit Singh,$1.2 B,69,diversified,India
2367,Ashwin Desai,$1.2 B,72,Specialty chemicals,India
2368,Peng Zhao,$1.2 B,53,Online recruitment,China
2369,Wang Xiaokun,$1.2 B,41,tea drinks,China
2370,Chua Thian Poh,$1.2 B,75,Real estate,Singapore
2371,Manuel Lao Hernández,$1.2 B,79,Casinos,Spain
2372,Igor Rybakov,$1.2 B,51,Building materials,Russia
2372,Sergei Kolesnikov,$1.2 B,51,Building materials,Russia
2374,Kim Taek-jin,$1.2 B,56,Online games,South Korea
2375,Thomas Bailey,$1.2 B,86,Money management,United States
2376,Stanley Motta,$1.2 B,78,Finance,Panama
2377,Adrian Paval,$1.2 B,55,Retail,Romania
2378,Hiroshi Ishibashi,$1.2 B,77,tires,Japan
2379,Wang Shih-Chung,$1.2 B,62,Pneumatic equipments,Taiwan
2380,Andrei Rappoport,$1.2 B,60,Investments,Russia
2381,Polys Haji-Ioannou,$1.2 B,63,EasyJet,Cyprus
2382,Alfredo Harp Helu & family,$1.2 B,79,"Banking, investments",Mexico
2383,Hedda im Brahm-Droege,$1.2 B,69,Investments,Germany
2384,Summerfield Johnston Jr,$1.2 B,91,Coca-Cola,United States
2385,John Oyler,$1.2 B,55,Biotech,United States
2386,Ruben Vardanyan & family,$1.2 B,55,Investment banking,Armenia
2387,Zhong Ruonong & family,$1.2 B,61,Electronics,China
2388,Mohammed Ibrahim,$1.2 B,77,Communications,United Kingdom
2389,Wu Bo,$1.2 B,69,Machinery,China
2390,Robert Langer,$1.2 B,75,Biotech,United States
2391,Vera Rechulski Santo Domingo,$1.1 B,75,Beer,Brazil
2392,Lee Joong-keun,$1.1 B,82,"Construction, real estate",South Korea
2393,Liu Ming Chung,$1.1 B,61,Paper,Brazil
2394,Fei Song,$1.1 B,57,Machinery,China
2395,Pongsak Viddayakorn,$1.1 B,89,hospitals,Thailand
2396,Taylor Swift,$1.1 B,34,music,United States
2397,Niti Osathanugrah,$1.1 B,50,"Energy drinks,investments",Thailand
2398,Prachak Tangkaravakoon,$1.1 B,79,Paints,Thailand
2399,Paul Fireman,$1.1 B,79,Reebok,United States
2400,Helena Revoredo,$1.1 B,76,Security services,Spain
2401,Liang Guangwei,$1.1 B,60,Conglomerate,China
2402,Donald Friese,$1.1 B,83,Manufacturing,United States
2403,David Fattal & family,$1.1 B,66,hotels,Israel
2404,Andrei Kosogov,$1.1 B,62,Banking,Russia
2405,Manny Stul,$1.1 B,74,Toys,Australia
2406,Pradip Burman,$1.1 B,81,Consumer goods,India
2407,Peter Kelly,$1.1 B,66,I.T.,United Kingdom
2408,Sara Blakely,$1.1 B,52,Spanx,United States
2409,Norma Lerner,$1.1 B,87,Banking,United States
2410,Forrest Preston,$1.1 B,90,Health care,United States
2411,Alexander Klyachin,$1.1 B,56,Real estate,Russia
2412,Jonas Kamprad,$1.1 B,57,IKEA,Sweden
2412,Mathias Kamprad,$1.1 B,54,IKEA,Sweden
2414,Taavet Hinrikus,$1.1 B,41,"payments, banking",Estonia
2415,Mark Dixon,$1.1 B,64,Office real estate,United Kingdom
2416,Nancy Lerner,$1.1 B,63,"Banking, credit cards",United States
2417,Wang Shuifu,$1.1 B,68,Manufacturing,China
2418,Lu Zongjun,$1.1 B,60,Logistics,China
2419,Yan Jane & family,$1.1 B,54,Software,China
2420,Yuan Liping,$1.1 B,53,Pharmaceuticals,Canada
2421,Sergio Fogel,$1.1 B,60,fintech,Uruguay
2422,Randolph Lerner,$1.1 B,61,"Banking, credit cards",United States
2423,Adam Foroughi,$1.1 B,43,mobile games,United States
2424,Muhammed Aziz Khan,$1.1 B,68,Power,Bangladesh
2425,Benny Suherman,$1.1 B,75,Cinemas,Indonesia
2426,Zhuang Kuilong & family,$1.1 B,61,polyester,China
2427,Tsao Ter-fung,$1.1 B,77,Food,Taiwan
2428,Allan Wong,$1.1 B,73,Electronics,Hong Kong
2429,Zhang Gongyun,$1.1 B,61,Tyre manufacturing machinery,China
2430,Andres Bzurovski Bay,$1.1 B,46,fintech,Uruguay
2431,Shi Yifeng,$1.1 B,50,Medical cosmetics,China
2432,Lin Zhixiong & family,$1.1 B,50,Medical devices,China
2433,Ryu Kwang-ji,$1.1 B,57,chemicals,South Korea
2434,Henadiy Boholyubov,$1.1 B,62,"Banking, investments",Ukraine
2435,Nikhil Kamath,$1.1 B,37,Financial services,India
2436,Dmitry Pumpyansky,$1.1 B,59,Steel pipes,Russia
2437,Cristina Green,$1.1 B,,Fashion retail,United Kingdom
2437,Philip Green,$1.1 B,,Fashion retail,United Kingdom
2439,Xiong Xiaochuan,$1.1 B,58,Medical devices,China
2440,Antonio Percassi,$1.1 B,70,"Real estate, diversified",Italy
2441,Wen Pengcheng & family,$1.1 B,61,Agribusiness,China
2442,Xiu Laigui,$1.1 B,69,Pharmaceuticals,China
2443,Azad Moopen,$1.1 B,70,healthcare,India
2444,Kevin Plank,$1.1 B,51,Under Armour,United States
2445,Thomas Bruch,$1.1 B,73,Retail,Germany
2446,John Christodoulou,$1.1 B,58,Real estate,United Kingdom
2447,James Truchard,$1.1 B,80,software,United States
2448,Stefan Pierer,$1.1 B,67,Automotive,Austria
2449,David Hindawi,$1.1 B,79,Software,United States
2450,Sun Huaiqing & family,$1.1 B,54,Cosmetics,China
2451,Richard Fairbank,$1.1 B,73,banking,United States
2452,David Golub,$1.1 B,61,Private equity,United States
2452,Michael Spencer,$1.1 B,68,Stock exchange,United Kingdom
2452,Ryan Breslow,$1.1 B,29,E-commerce software,United States
2455,Yu Faxiang,$1.1 B,52,"Tourism, cultural industry",China
2456,Hoi Kin Hong,$1.1 B,71,Real estate,Macau
2457,Chin Jong Hwa,$1.1 B,65,Auto parts,Taiwan
2458,Peter Kamprad,$1.1 B,59,IKEA,Sweden
2459,Xiang Wenbo,$1.1 B,61,Manufacturing,China
2460,Lalit Khaitan,$1.1 B,80,alcohol,India
2461,Brad Keywell,$1.1 B,54,"Software, investments",United States
2462,Shang Xiaobo & family,$1.1 B,49,Manufacturing,China
2463,Andrei Molchanov,$1.1 B,52,Construction materials,Russia
2464,Xu Shaochun,$1.1 B,61,Software,China
2465,Gleb Fetisov,$1.1 B,57,Investments,Russia
2466,Petter Stordalen & family,$1.1 B,61,Hotels,Norway
2467,Michael Kum,$1.1 B,78,Hotels,Singapore
2468,Mustafa Kucuk,$1.1 B,60,Fashion retail,Turkey
2469,Mao Zhongwu,$1.1 B,61,Manufacturing,China
2470,Liang Qin & family,$1.1 B,52,Semiconductor devices,China
2471,Stelios Haji-Ioannou,$1.1 B,56,EasyJet,Cyprus
2472,John Lim,$1.1 B,67,real estate,Singapore
2473,Arthur Xiaobo Hong,$1.1 B,52,e-commerce,China
2474,Yang Jianliang & family,$1.1 B,54,Machinery,China
2475,Christoffel Wiese,$1.1 B,82,retail,South Africa
2476,Anna Maria Braun,$1.1 B,45,Medical technology,Germany
2476,Johanna Braun,$1.1 B,44,Medical technology,Germany
2476,Karl Friedrich Braun,$1.1 B,41,Medical technology,Germany
2479,Qian Ying,$1.1 B,58,Pig breeding,China
2480,Koo Bon-sik,$1.1 B,65,LG,South Korea
2481,Farkhad Akhmedov,$1.1 B,68,Investments,Russia
2482,Tao Yuequn,$1.1 B,64,Contact Lens,China
2483,Kenneth Lo,$1.1 B,85,textiles,United Kingdom
2484,Cao Kejian,$1.1 B,61,Air compressors,China
2485,Konstantin Strukov & family,$1.1 B,65,"Gold, coal mining",Russia
2486,Tan Lili,$1.1 B,,Feed,China
2487,Shlomo Eliahu,$1.1 B,87,Insurance,Israel
2488,Lin Zhijun,$1.1 B,48,Medical devices,China
2489,Chung Mong-joon,$1.1 B,72,"shipbuilding, industrial machines",South Korea
2490,Oleg Boyko,$1.1 B,59,Diversified,Russia
2491,Tiger Woods,$1.1 B,48,Golf,United States
2492,Larry Fink,$1.1 B,71,money management,United States
2493,Gabriel Escarrer,$1.1 B,88,Hotels,Spain
2494,Vadim Yakunin,$1.1 B,60,Pharmacy,Russia
2495,Guo Zhenyu & family,$1.1 B,60,Cosmetics,Canada
2496,Li Yongqing,$1.1 B,59,Petro Firbe,China
2497,Lyu Yixiong,$1.1 B,61,Cosmetics,China
2498,Cristina Junqueira,$1.1 B,41,fintech,Brazil
2499,Johan Johannson,$1.1 B,57,Grocery stores,Norway
2500,Hajime Satomi,$1.1 B,81,"video games, pachinko",Japan
2501,Bernard Broermann,$1.1 B,80,Hospitals,Germany
2502,Denis Shtengelov,$1.1 B,51,"Food, retail",Russia
2503,Danilo Iervolino,$1.1 B,45,Online universities,Italy
2504,Zhou Wen & family,$1.1 B,58,Chemicals,China
2505,Zan Shengda,$1.1 B,60,Diversified,China
2506,Du Weimin,$1.1 B,60,Vaccines,China
2507,Michelle Zatlyn,$1.1 B,44,cybersecurity,Canada
2508,Ryuji Arai,$1.1 B,77,retail,Japan
2509,Harry Klagsbrun,$1.1 B,69,financial services,Sweden
2510,Yang Yuanqing,$1.1 B,59,computers,China
2511,Francesco Saputo,$1.1 B,,Cheese,Canada
2512,LeBron James,$1.0 B,39,Basketball,United States
2513,Han Arming Hanafia,$1.0 B,67,data centers,Indonesia
2514,Huang Xiaofen & family,$1.0 B,62,Printed circuit boards,China
2515,Lia Maria Aguiar,$1.0 B,86,banking,Brazil
2516,Seifeddin Rustamov,$1.0 B,61,Chemicals,Russia
2517,Soichiro Minami,$1.0 B,47,Internet and software,Japan
2518,Xu Guozhong & family,$1.0 B,60,Motors,China
2519,Ludwig Theodor Braun,$1.0 B,34,Medical technology,Germany
2520,Fu Gang,$1.0 B,53,pharma retailing,China
2521,Cai Hongbin,$1.0 B,,Pharmaceuticals,China
2522,Kalpana Parekh,$1.0 B,70,adhesives,India
2523,Guilherme Peirao Leal,$1.0 B,73,cosmetics,Brazil
2524,Zhuo Jun,$1.0 B,58,Printed circuit boards,Hong Kong
2525,John Krystynak,$1.0 B,55,mobile games,United States
2526,Tang Xiuguo,$1.0 B,60,Manufacturing,China
2527,Zhong Sheng Jian,$1.0 B,65,Real estate,Singapore
2528,Jeff Sprecher,$1.0 B,68,stock exchanges,United States
2529,Kim Jung-woong,$1.0 B,49,Cosmetics,South Korea
2530,Lance Gokongwei,$1.0 B,56,Diversified,Philippines
2531,Carsten Koerl,$1.0 B,59,Sports data,Germany
2532,Edouard Carmignac,$1.0 B,76,Asset management,France
2533,Roman Avdeev,$1.0 B,56,"Banking, development",Russia
2534,Luigi Cremonini & family,$1.0 B,84,meat processing,Italy
2535,Ana Maria Marcondes Penido Sant'Anna,$1.0 B,67,toll roads,Brazil
2536,Ihor Kolomoyskyy,$1.0 B,60,"Banking, investments",Israel
2537,Sun Weijie,$1.0 B,60,Oilfield equipment,China
2538,Rutger Arnhult,$1.0 B,56,real estate,Sweden
2539,Clelia Haji-Ioannou,$1.0 B,53,EasyJet,Cyprus
2540,Dulce Pugliese de Godoy Bueno,$1.0 B,76,"hospitals, health care",Brazil
2541,Koo Bon-neung,$1.0 B,74,Electronics,South Korea
2542,Zhu Yiming,$1.0 B,51,Semiconductors,China
2543,Kim Jung-min,$1.0 B,22,Online gaming,South Korea
2543,Kim Jung-youn,$1.0 B,20,Online gaming,South Korea
2545,Wei Lidong & family,$1.0 B,48,Software,China
2546,Kim Chang-soo,$1.0 B,62,Apparel,South Korea
2547,David Tran & family,$1.0 B,78,Hot sauce,United States
2548,Chen Xianbao & family,$1.0 B,64,Food,China
2549,Scott Smith,$1.0 B,74,Cloud computing,United States
2550,Huang Min,$1.0 B,50,Machinery,China
2551,Masaru Tange,$1.0 B,49,software,Japan
2552,Li Li,$1.0 B,59,Pharmaceuticals,China
2553,Chang Pyung-soon,$1.0 B,72,educational services,South Korea
2554,Wang Jianguo,$1.0 B,64,Retail,China
2555,Xu Wanmao,$1.0 B,78,Education,China
2556,Alexander Tedja,$1.0 B,78,real estate,Indonesia
2557,Chen Shiliang,$1.0 B,60,Polyester,China
2558,Zhou Liangzhang & family,$1.0 B,61,electrical equipment,China
2559,Manohar Lal Agarwal,$1.0 B,69,Snacks,India
2560,Subba Rao Jasti,$1.0 B,97,pharmaceuticals,India
2561,Zhongyi Wu,$1.0 B,50,electronics,China
2562,Wang Junjin,$1.0 B,55,Airline,China
2563,Li Zhigang,$1.0 B,47,Machinery,China
2564,Tianqiao Chen,$1.0 B,50,Online games,China
2565,Lev Kvetnoi,$1.0 B,58,Cement,Russia
2566,Abigail Bennett,$1.0 B,43,Liquor,United States
2567,Alexander Sixt,$1.0 B,44,Car rentals,Germany
2567,Konstantin Sixt,$1.0 B,41,Car rentals,Germany
2569,Lim Wee Chai,$1.0 B,65,rubber gloves,Malaysia
2570,Andrew Karam,$1.0 B,41,mobile games,United States
2571,Benedicte Find,$1.0 B,69,Medical devices,Denmark
2572,Kenzo Tsujimoto,$1.0 B,83,video games,Japan
2573,Xie Bingzheng & family,$1.0 B,54,Apparel,China
2574,Liu Ming Hui,$1.0 B,61,Natural gas distribution,China
2575,Pollyanna Chu,$1.0 B,65,"Financial services, property",Hong Kong
2576,Robert Knauf,$1.0 B,,building materials,Germany
2577,Wang Minwen,$1.0 B,60,Semiconductor,China
2578,Joe Kiani,$1.0 B,59,Medical devices,United States
2579,Tyler Perry,$1.0 B,54,"Movies, television",United States
2580,Nguyen Dang Quang,$1.0 B,60,"Consumer products, banking",Vietnam
2581,Martin Knauf,$1.0 B,,building materials,Germany
2582,Rodolfo Villela Marino,$1.0 B,48,banking,Brazil
2583,Philip Fayer,$1.0 B,45,Online payments,Canada
2584,Ana Maria Brescia Cafferata,$1.0 B,99,"Mining, banking",Peru
2584,Apoorva Mehta,$1.0 B,37,Grocery delivery service,Canada
2584,Michael S. Smith,$1.0 B,68,Liquefied natural gas,United States
2584,Morris Kahn,$1.0 B,94,Software,Israel
2584,Richard Kurtz,$1.0 B,83,Real estate,United States
2584,Weijian Shan,$1.0 B,70,private equity,Hong Kong

